text,label,source
"Hello, Can someone call me about pricing? I appreciate it.",sales_or_contact,Concierge curated router examples
Can a staff member reply? Can you help?,human_request,Concierge curated router examples
Quick question: Can I reserve a spot for tomorrow?,sales_or_contact,Concierge curated router examples
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,spam,UCI SMS Spam Collection
"Please, I am not sure. I appreciate it.",ambiguous,Concierge curated router examples
"Hi, I have multiple questions. I appreciate it.",ambiguous,Concierge curated router examples
"Hi, Help. Thanks.",ambiguous,Concierge curated router examples
Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,spam,UCI SMS Spam Collection
"Hi, Please help me make a booking. I appreciate it.",sales_or_contact,Concierge curated router examples
Quick question: I have multiple questions. I appreciate it.,ambiguous,Concierge curated router examples
"Hi, Something is wrong. Can you help?",ambiguous,Concierge curated router examples
Can you explain your return policy? I appreciate it.,faq,Concierge curated router examples
"Please, What services do you provide? Thanks.",faq,Concierge curated router examples
"Please, Do you have weekend appointments? Please.",faq,Concierge curated router examples
"Hello, What now? I appreciate it.",ambiguous,Concierge curated router examples
"Please, I am not sure. Please.",ambiguous,Concierge curated router examples
PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,spam,UCI SMS Spam Collection
"Hello, I want information. I appreciate it.",ambiguous,Concierge curated router examples
Please escalate this to a person. Thanks.,human_request,Concierge curated router examples
"Hi, Something is wrong.",ambiguous,Concierge curated router examples
"Hello, Can your team follow up? I appreciate it.",human_request,Concierge curated router examples
"Hi, I am interested in buying your service. Please.",sales_or_contact,Concierge curated router examples
Can I speak with sales? Thanks.,sales_or_contact,Concierge curated router examples
Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,spam,UCI SMS Spam Collection
"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam,UCI SMS Spam Collection
"Hi, I need a sales representative to contact me.",sales_or_contact,Concierge curated router examples
Quick question: I need help with my account and maybe booking too. I appreciate it.,ambiguous,Concierge curated router examples
Quick question: Tell me more. I appreciate it.,ambiguous,Concierge curated router examples
"Hello, I would like to sign up.",sales_or_contact,Concierge curated router examples
"Please, I am looking for a package for my company.",sales_or_contact,Concierge curated router examples
"Hi, I have a problem. I appreciate it.",ambiguous,Concierge curated router examples
"Hi, Please connect me with an agent. I appreciate it.",human_request,Concierge curated router examples
"Hi, I need a sales representative to contact me. Thanks.",sales_or_contact,Concierge curated router examples
Can I speak to a real person? Thanks.,human_request,Concierge curated router examples
"Hi, I want to book an appointment. I appreciate it.",sales_or_contact,Concierge curated router examples
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,spam,UCI SMS Spam Collection
"Hi, Do you provide support after purchase? I appreciate it.",faq,Concierge curated router examples
Quick question: Can I reserve a spot for tomorrow? Can you help?,sales_or_contact,Concierge curated router examples
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,spam,UCI SMS Spam Collection
"Hi, Can you explain your return policy?",faq,Concierge curated router examples
Quick question: I want to book an appointment.,sales_or_contact,Concierge curated router examples
I am interested in buying your service. Thanks.,sales_or_contact,Concierge curated router examples
"Please, Can I change my appointment time? I appreciate it.",faq,Concierge curated router examples
How long does shipping take?,faq,Concierge curated router examples
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,spam,UCI SMS Spam Collection
Quick question: I need human support. Can you help?,human_request,Concierge curated router examples
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,spam,UCI SMS Spam Collection
"Hello, Please contact me for a quote. Please.",sales_or_contact,Concierge curated router examples
"Hello, I do not want the chatbot. Thanks.",human_request,Concierge curated router examples
Quick question: Can I speak with sales?,sales_or_contact,Concierge curated router examples
Quick question: I want to start today. Can you help?,sales_or_contact,Concierge curated router examples
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,spam,UCI SMS Spam Collection
Quick question: What services do you provide? Please.,faq,Concierge curated router examples
Give me a human agent. Please.,human_request,Concierge curated router examples
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,spam,UCI SMS Spam Collection
I want to schedule a consultation.,sales_or_contact,Concierge curated router examples
Quick question: What areas do you serve? Thanks.,faq,Concierge curated router examples
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",spam,UCI SMS Spam Collection
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,spam,UCI SMS Spam Collection
I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,spam,UCI SMS Spam Collection
"Please, Do you accept credit cards? Please.",faq,Concierge curated router examples
"Hi, Escalate my issue. Can you help?",human_request,Concierge curated router examples
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,spam,UCI SMS Spam Collection
I want to talk to a human. Thanks.,human_request,Concierge curated router examples
Quick question: What are your opening hours? Please.,faq,Concierge curated router examples
Quick question: I would like to sign up.,sales_or_contact,Concierge curated router examples
Can your team follow up? Thanks.,human_request,Concierge curated router examples
Quick question: Please take my number and call me back. Thanks.,sales_or_contact,Concierge curated router examples
"Hi, I am ready to purchase. Can you help?",sales_or_contact,Concierge curated router examples
lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,spam,UCI SMS Spam Collection
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,spam,UCI SMS Spam Collection
"Hello, Can a staff member reply? I appreciate it.",human_request,Concierge curated router examples
"Hi, Please open a support ticket.",human_request,Concierge curated router examples
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,spam,UCI SMS Spam Collection
"Hello, Do you provide support after purchase? I appreciate it.",faq,Concierge curated router examples
Quick question: Tell me more. Can you help?,ambiguous,Concierge curated router examples
You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,spam,UCI SMS Spam Collection
"Please, How long does shipping take? Please.",faq,Concierge curated router examples
"Please, I have a problem. I appreciate it.",ambiguous,Concierge curated router examples
Can someone call me about pricing? Please.,sales_or_contact,Concierge curated router examples
Quick question: Tell me more. Thanks.,ambiguous,Concierge curated router examples
I want to talk to support. Can you help?,human_request,Concierge curated router examples
+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,spam,UCI SMS Spam Collection
Quick question: I need a manager. Thanks.,human_request,Concierge curated router examples
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam,UCI SMS Spam Collection
"Hi, Can someone call me about pricing? Thanks.",sales_or_contact,Concierge curated router examples
"Please, Please help me make a booking. Please.",sales_or_contact,Concierge curated router examples
"Please, Can you send me the subscription options? Thanks.",sales_or_contact,Concierge curated router examples
"Hi, I would like to sign up. Thanks.",sales_or_contact,Concierge curated router examples
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",spam,UCI SMS Spam Collection
"Please, How do I reset my password?",faq,Concierge curated router examples
