text,label,source,original_label
find out where one can get involved in discussing local election issues,ambiguous,CLINC OOS Dataset (test),oos
I want help canceling thecompany newsletter subscription,sales_or_contact,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
what are some deals on amazon,ambiguous,CLINC OOS Dataset (train),oos
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,spam,UCI SMS Spam Collection,spam
how do I check if there are any updates on the restitution?,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
I'd like to chat withan assistant,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
get me the rates of hacking susceptibility for household in my area,ambiguous,CLINC OOS Dataset (train),oos
help to check what hours I can reach customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
i don use my pro account help me close it,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
what do i need to do to speak with an assistant,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,spam,UCI SMS Spam Collection,spam
i want to find a new car under $25000,ambiguous,CLINC OOS Dataset (test),oos
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,spam,UCI SMS Spam Collection,spam
where to acquire a few of ur item,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
how is ford's stock doing,ambiguous,CLINC OOS Dataset (test),oos
I need hepl to report an error with online payment,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
what is happening in politicsu,ambiguous,CLINC OOS Dataset (test),oos
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam,UCI SMS Spam Collection,spam
open cnn websiteo,ambiguous,CLINC OOS Dataset (test),oos
what's the best make-up to cover a black eye,ambiguous,CLINC OOS Dataset (test),oos
who makes milky way bars,ambiguous,CLINC OOS Dataset (test),oos
what other countries speak the english language,ambiguous,CLINC OOS Dataset (test),oos
"I have put my old address by mistake, how can I update it?",faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
wanna know about cancel my company newsletter subscription,sales_or_contact,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
what do i need to do to hceck the termination charge,faq,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
who teaches english near me,ambiguous,CLINC OOS Dataset (test),oos
I do not know how to subscribe to the corporate newsletter,sales_or_contact,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
how can i get involved in restaurant marketing,ambiguous,CLINC OOS Dataset (train),oos
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or Â£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",spam,UCI SMS Spam Collection,spam
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,spam,UCI SMS Spam Collection,spam
i do not know how i can download my invoices from {{Person Name}},sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
can you identify between poisonous and nonpoisonous mushroom,ambiguous,CLINC OOS Dataset (train),oos
I do not know how to see your money back guarantee,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
I would like to report issues with sign-up,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=registration_problems
can you help me to order some items ?,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
i want help seeing ur allowed paymnet methods,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
I don't know what to do to talk to customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
"I have got to get the bill from {{Person Name}}, will you help me?",sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
editing premium account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
I do not know how to close my {{Account Category}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
what activities can i to do outside today,ambiguous,CLINC OOS Dataset (test),oos
"I want a platinum account for my son, I want to create it",faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
I don't know what I need to do to speak with a human agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
i need help to use the fucking {{Account Type}} profile,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p",spam,UCI SMS Spam Collection,spam
find me a good band instructor or two to compare in my area,ambiguous,CLINC OOS Dataset (test),oos
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam,UCI SMS Spam Collection,spam
I do not know what I need to do to talk to customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
can you help me to check how soon can I expect the parcel?,faq,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
assistance earning a damn product,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",spam,UCI SMS Spam Collection,spam
where do I enter my shipping address?,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
I don't know how I can change to the {{Account Category}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",spam,UCI SMS Spam Collection,spam
close platinum account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
what should you do if you can't be bothered to get out of bed,ambiguous,CLINC OOS Dataset (test),oos
You are a winner you have been specially selected to receive Â£1000 cash or a Â£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,spam,UCI SMS Spam Collection,spam
would it be possible to talk with someone?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
"you aren't helpful at all, help me speaking to a person",human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
i do not know what i need to do to restore my pin code,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
I have got to contact a person,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
contacting live agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
does hypnosis work to break bad habits,ambiguous,CLINC OOS Dataset (validation),oos
I don't know how I can write a comment for a product,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
when will world war 3 begin,ambiguous,CLINC OOS Dataset (test),oos
it to 80488. Your 500 free text messages are valid until 31 December 2005.,spam,UCI SMS Spam Collection,spam
"I don't want to talk to a bot, direct to me a human agent",human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
how to see the cancellation penalty?,faq,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
"I need to set a secondary delivery address up, help me",faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
what's the best price on a gray xl ll bean men's parka,ambiguous,CLINC OOS Dataset (test),oos
can ya tell me more abuot unsubscribing from ur newsletter,sales_or_contact,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
Uâve Bin Awarded Â£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min Â£50-Â£500. OptOut 08718727870,spam,UCI SMS Spam Collection,spam
can you help me to talk to a human agent?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
help me sending my feedback aboutt your services,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
want assistance to talk to customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",spam,UCI SMS Spam Collection,spam
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg Â£1.50",spam,UCI SMS Spam Collection,spam
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam,UCI SMS Spam Collection,spam
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam,UCI SMS Spam Collection,spam
I don't know what I need to do to locate invoice #00108,sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
where can i get 100% merino wool t-shirts on the internet,ambiguous,CLINC OOS Dataset (test),oos
i have to inform of troubles with online payment,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
i have got to look for bill #85632,sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
issues submitting my delivery adfdress,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
i try to check at what time i can contact customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
modify details on {{Account Type}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
is there a method to send feedback for a product?,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
help to see the eta of purchase {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam,UCI SMS Spam Collection,spam
